profile_id,strategy_id,scenario_id,month,income,expenses_and_existing_emi,home_emi,total_emi,liquid_savings,investment_value,outstanding_home_loan,home_owned,net_worth,monthly_cash_flow,breach_flag,breach_reason
P001,P001_full_cash,baseline,25,560000,255000,0,25000,3965000,1416342,0,1,15381342,305000,0,
P001,P001_full_cash,baseline,26,560000,255000,0,25000,4270000,1427555,0,1,15697555,305000,0,
P001,P001_full_cash,baseline,27,560000,255000,0,25000,4575000,1438856,0,1,16013856,305000,0,
P001,P001_full_cash,baseline,28,560000,255000,0,25000,4880000,1450247,0,1,16330247,305000,0,
P001,P001_full_cash,baseline,29,560000,255000,0,25000,5185000,1461728,0,1,16646728,305000,0,
P001,P001_full_cash,baseline,30,560000,255000,0,25000,5490000,1473300,0,1,16963300,305000,0,
P001,P001_full_cash,baseline,31,560000,255000,0,25000,5795000,1484964,0,1,17279964,305000,0,
P001,P001_full_cash,baseline,32,560000,255000,0,25000,6100000,1496720,0,1,17596720,305000,0,
P001,P001_full_cash,baseline,33,560000,255000,0,25000,6405000,1508569,0,1,17913569,305000,0,
P001,P001_full_cash,baseline,34,560000,255000,0,25000,6710000,1520512,0,1,18230512,305000,0,
P001,P001_full_cash,baseline,35,560000,255000,0,25000,7015000,1532549,0,1,18547549,305000,0,
P001,P001_full_cash,baseline,36,560000,255000,0,25000,7320000,1544682,0,1,18864682,305000,0,
P001,P001_full_cash,baseline,37,560000,255000,0,25000,7625000,1556910,0,1,19181910,305000,0,
P001,P001_full_cash,baseline,38,560000,255000,0,25000,7930000,1569236,0,1,19499236,305000,0,
P001,P001_full_cash,baseline,39,560000,255000,0,25000,8235000,1581659,0,1,19816659,305000,0,
P001,P001_full_cash,baseline,40,560000,255000,0,25000,8540000,1594181,0,1,20134181,305000,0,
P001,P001_full_cash,baseline,41,560000,255000,0,25000,8845000,1606801,0,1,20451801,305000,0,
P001,P001_full_cash,baseline,42,560000,255000,0,25000,9150000,1619522,0,1,20769522,305000,0,
P001,P001_full_cash,baseline,43,560000,255000,0,25000,9455000,1632343,0,1,21087343,305000,0,
P001,P001_full_cash,baseline,44,560000,255000,0,25000,9760000,1645266,0,1,21405266,305000,0,
P001,P001_full_cash,baseline,45,560000,255000,0,25000,10065000,1658291,0,1,21723291,305000,0,
P001,P001_full_cash,baseline,46,560000,255000,0,25000,10370000,1671419,0,1,22041419,305000,0,
P001,P001_full_cash,baseline,47,560000,255000,0,25000,10675000,1684651,0,1,22359651,305000,0,
P001,P001_full_cash,baseline,48,560000,255000,0,25000,10980000,1697988,0,1,22677988,305000,0,
P001,P001_full_cash,baseline,49,560000,255000,0,25000,11285000,1711430,0,1,22996430,305000,0,
P001,P001_full_cash,baseline,50,560000,255000,0,25000,11590000,1724979,0,1,23314979,305000,0,
P001,P001_full_cash,baseline,51,560000,255000,0,25000,11895000,1738635,0,1,23633635,305000,0,
P001,P001_full_cash,baseline,52,560000,255000,0,25000,12200000,1752399,0,1,23952399,305000,0,
P001,P001_full_cash,baseline,53,560000,255000,0,25000,12505000,1766272,0,1,24271272,305000,0,
P001,P001_full_cash,baseline,54,560000,255000,0,25000,12810000,1780255,0,1,24590255,305000,0,
P001,P001_full_cash,baseline,55,560000,255000,0,25000,13115000,1794349,0,1,24909349,305000,0,
P001,P001_full_cash,baseline,56,560000,255000,0,25000,13420000,1808554,0,1,25228554,305000,0,
P001,P001_full_cash,baseline,57,560000,255000,0,25000,13725000,1822872,0,1,25547872,305000,0,
P001,P001_full_cash,baseline,58,560000,255000,0,25000,14030000,1837303,0,1,25867303,305000,0,
P001,P001_full_cash,baseline,59,560000,255000,0,25000,14335000,1851848,0,1,26186848,305000,0,
P001,P001_full_cash,baseline,60,560000,255000,0,25000,14640000,1866509,0,1,26506509,305000,0,
P001,P001_full_cash,job_loss_6m,1,560000,255000,0,25000,5505000,2217417,0,0,7722417,305000,0,
P001,P001_full_cash,job_loss_6m,2,560000,255000,0,25000,5810000,2234971,0,0,8044971,305000,0,
P001,P001_full_cash,job_loss_6m,3,560000,255000,0,25000,6115000,2252665,0,0,8367665,305000,0,
P001,P001_full_cash,job_loss_6m,4,560000,255000,0,25000,6420000,2270498,0,0,8690498,305000,0,
P001,P001_full_cash,job_loss_6m,5,560000,255000,0,25000,6725000,2288473,0,0,9013473,305000,0,
P001,P001_full_cash,job_loss_6m,6,560000,255000,0,25000,7030000,2306590,0,0,9336590,305000,0,
P001,P001_full_cash,job_loss_6m,7,560000,255000,0,25000,7335000,2324851,0,0,9659851,305000,0,
P001,P001_full_cash,job_loss_6m,8,560000,255000,0,25000,7640000,2343256,0,0,9983256,305000,0,
P001,P001_full_cash,job_loss_6m,9,560000,255000,0,25000,7945000,2361807,0,0,10306807,305000,0,
P001,P001_full_cash,job_loss_6m,10,560000,255000,0,25000,8250000,2380504,0,0,10630504,305000,0,
P001,P001_full_cash,job_loss_6m,11,560000,255000,0,25000,8555000,2399350,0,0,10954350,305000,0,
P001,P001_full_cash,job_loss_6m,12,560000,255000,0,25000,8860000,2418345,0,0,11278345,305000,0,
P001,P001_full_cash,job_loss_6m,13,140000,255000,0,25000,0,1173465,0,1,11173465,-115000,1,below_emergency_reserve
P001,P001_full_cash,job_loss_6m,14,140000,255000,0,25000,0,1067755,0,1,11067755,-115000,1,below_emergency_reserve
P001,P001_full_cash,job_loss_6m,15,140000,255000,0,25000,0,961208,0,1,10961208,-115000,1,below_emergency_reserve
P001,P001_full_cash,job_loss_6m,16,140000,255000,0,25000,0,853817,0,1,10853817,-115000,1,below_emergency_reserve
P001,P001_full_cash,job_loss_6m,17,140000,255000,0,25000,0,745577,0,1,10745577,-115000,1,below_emergency_reserve
P001,P001_full_cash,job_loss_6m,18,140000,255000,0,25000,0,636479,0,1,10636479,-115000,1,below_emergency_reserve
P001,P001_full_cash,job_loss_6m,19,560000,255000,0,25000,305000,641518,0,1,10946518,305000,1,below_emergency_reserve
P001,P001_full_cash,job_loss_6m,20,560000,255000,0,25000,610000,646597,0,1,11256597,305000,1,below_emergency_reserve
P001,P001_full_cash,job_loss_6m,21,560000,255000,0,25000,915000,651716,0,1,11566716,305000,1,below_emergency_reserve
P001,P001_full_cash,job_loss_6m,22,560000,255000,0,25000,1220000,656875,0,1,11876875,305000,1,below_emergency_reserve
P001,P001_full_cash,job_loss_6m,23,560000,255000,0,25000,1525000,662075,0,1,12187075,305000,1,below_emergency_reserve
P001,P001_full_cash,job_loss_6m,24,560000,255000,0,25000,1830000,667317,0,1,12497317,305000,1,below_emergency_reserve
P001,P001_full_cash,job_loss_6m,25,560000,255000,0,25000,2135000,672600,0,1,12807600,305000,0,
P001,P001_full_cash,job_loss_6m,26,560000,255000,0,25000,2440000,677924,0,1,13117924,305000,0,
P001,P001_full_cash,job_loss_6m,27,560000,255000,0,25000,2745000,683291,0,1,13428291,305000,0,
P001,P001_full_cash,job_loss_6m,28,560000,255000,0,25000,3050000,688701,0,1,13738701,305000,0,
P001,P001_full_cash,job_loss_6m,29,560000,255000,0,25000,3355000,694153,0,1,14049153,305000,0,
P001,P001_full_cash,job_loss_6m,30,560000,255000,0,25000,3660000,699648,0,1,14359648,305000,0,
P001,P001_full_cash,job_loss_6m,31,560000,255000,0,25000,3965000,705187,0,1,14670187,305000,0,
P001,P001_full_cash,job_loss_6m,32,560000,255000,0,25000,4270000,710770,0,1,14980770,305000,0,
P001,P001_full_cash,job_loss_6m,33,560000,255000,0,25000,4575000,716397,0,1,15291397,305000,0,
P001,P001_full_cash,job_loss_6m,34,560000,255000,0,25000,4880000,722068,0,1,15602068,305000,0,
P001,P001_full_cash,job_loss_6m,35,560000,255000,0,25000,5185000,727785,0,1,15912785,305000,0,
P001,P001_full_cash,job_loss_6m,36,560000,255000,0,25000,5490000,733546,0,1,16223546,305000,0,
P001,P001_full_cash,job_loss_6m,37,560000,255000,0,25000,5795000,739354,0,1,16534354,305000,0,
P001,P001_full_cash,job_loss_6m,38,560000,255000,0,25000,6100000,745207,0,1,16845207,305000,0,
P001,P001_full_cash,job_loss_6m,39,560000,255000,0,25000,6405000,751106,0,1,17156106,305000,0,
P001,P001_full_cash,job_loss_6m,40,560000,255000,0,25000,6710000,757053,0,1,17467053,305000,0,
P001,P001_full_cash,job_loss_6m,41,560000,255000,0,25000,7015000,763046,0,1,17778046,305000,0,
P001,P001_full_cash,job_loss_6m,42,560000,255000,0,25000,7320000,769087,0,1,18089087,305000,0,
P001,P001_full_cash,job_loss_6m,43,560000,255000,0,25000,7625000,775175,0,1,18400175,305000,0,
P001,P001_full_cash,job_loss_6m,44,560000,255000,0,25000,7930000,781312,0,1,18711312,305000,0,
P001,P001_full_cash,job_loss_6m,45,560000,255000,0,25000,8235000,787498,0,1,19022498,305000,0,
P001,P001_full_cash,job_loss_6m,46,560000,255000,0,25000,8540000,793732,0,1,19333732,305000,0,
P001,P001_full_cash,job_loss_6m,47,560000,255000,0,25000,8845000,800016,0,1,19645016,305000,0,
P001,P001_full_cash,job_loss_6m,48,560000,255000,0,25000,9150000,806349,0,1,19956349,305000,0,
P001,P001_full_cash,job_loss_6m,49,560000,255000,0,25000,9455000,812733,0,1,20267733,305000,0,
P001,P001_full_cash,job_loss_6m,50,560000,255000,0,25000,9760000,819167,0,1,20579167,305000,0,
P001,P001_full_cash,job_loss_6m,51,560000,255000,0,25000,10065000,825652,0,1,20890652,305000,0,
P001,P001_full_cash,job_loss_6m,52,560000,255000,0,25000,10370000,832188,0,1,21202188,305000,0,
P001,P001_full_cash,job_loss_6m,53,560000,255000,0,25000,10675000,838776,0,1,21513776,305000,0,
P001,P001_full_cash,job_loss_6m,54,560000,255000,0,25000,10980000,845417,0,1,21825417,305000,0,
P001,P001_full_cash,job_loss_6m,55,560000,255000,0,25000,11285000,852110,0,1,22137110,305000,0,
P001,P001_full_cash,job_loss_6m,56,560000,255000,0,25000,11590000,858856,0,1,22448856,305000,0,
P001,P001_full_cash,job_loss_6m,57,560000,255000,0,25000,11895000,865655,0,1,22760655,305000,0,
P001,P001_full_cash,job_loss_6m,58,560000,255000,0,25000,12200000,872508,0,1,23072508,305000,0,
P001,P001_full_cash,job_loss_6m,59,560000,255000,0,25000,12505000,879415,0,1,23384415,305000,0,
P001,P001_full_cash,job_loss_6m,60,560000,255000,0,25000,12810000,886377,0,1,23696377,305000,0,
P001,P001_full_cash,market_crash,1,560000,255000,0,25000,5505000,2217417,0,0,7722417,305000,0,
P001,P001_full_cash,market_crash,2,560000,255000,0,25000,5810000,2234971,0,0,8044971,305000,0,
P001,P001_full_cash,market_crash,3,560000,255000,0,25000,6115000,2252665,0,0,8367665,305000,0,
P001,P001_full_cash,market_crash,4,560000,255000,0,25000,6420000,2270498,0,0,8690498,305000,0,
P001,P001_full_cash,market_crash,5,560000,255000,0,25000,6725000,2288473,0,0,9013473,305000,0,
P001,P001_full_cash,market_crash,6,560000,255000,0,25000,7030000,2306590,0,0,9336590,305000,0,
P001,P001_full_cash,market_crash,7,560000,255000,0,25000,7335000,2324851,0,0,9659851,305000,0,
P001,P001_full_cash,market_crash,8,560000,255000,0,25000,7640000,2343256,0,0,9983256,305000,0,
P001,P001_full_cash,market_crash,9,560000,255000,0,25000,7945000,2361807,0,0,10306807,305000,0,
P001,P001_full_cash,market_crash,10,560000,255000,0,25000,8250000,1666353,0,0,9916353,305000,0,
P001,P001_full_cash,market_crash,11,560000,255000,0,25000,8555000,1679545,0,0,10234545,305000,0,
P001,P001_full_cash,market_crash,12,560000,255000,0,25000,8860000,1692841,0,0,10552841,305000,0,
P001,P001_full_cash,market_crash,13,560000,255000,0,25000,305000,557218,0,1,10862218,305000,1,below_emergency_reserve
P001,P001_full_cash,market_crash,14,560000,255000,0,25000,610000,561629,0,1,11171629,305000,1,below_emergency_reserve
P001,P001_full_cash,market_crash,15,560000,255000,0,25000,915000,566075,0,1,11481075,305000,1,below_emergency_reserve
P001,P001_full_cash,market_crash,16,560000,255000,0,25000,1220000,570557,0,1,11790557,305000,1,below_emergency_reserve
P001,P001_full_cash,market_crash,17,560000,255000,0,25000,1525000,575074,0,1,12100074,305000,1,below_emergency_reserve
P001,P001_full_cash,market_crash,18,560000,255000,0,25000,1830000,579626,0,1,12409626,305000,1,below_emergency_reserve
P001,P001_full_cash,market_crash,19,560000,255000,0,25000,2135000,584215,0,1,12719215,305000,0,
P001,P001_full_cash,market_crash,20,560000,255000,0,25000,2440000,588840,0,1,13028840,305000,0,
P001,P001_full_cash,market_crash,21,560000,255000,0,25000,2745000,593502,0,1,13338502,305000,0,
P001,P001_full_cash,market_crash,22,560000,255000,0,25000,3050000,598200,0,1,13648200,305000,0,
P001,P001_full_cash,market_crash,23,560000,255000,0,25000,3355000,602936,0,1,13957936,305000,0,
P001,P001_full_cash,market_crash,24,560000,255000,0,25000,3660000,607709,0,1,14267709,305000,0,
P001,P001_full_cash,market_crash,25,560000,255000,0,25000,3965000,612520,0,1,14577520,305000,0,
P001,P001_full_cash,market_crash,26,560000,255000,0,25000,4270000,617370,0,1,14887370,305000,0,
P001,P001_full_cash,market_crash,27,560000,255000,0,25000,4575000,622257,0,1,15197257,305000,0,
P001,P001_full_cash,market_crash,28,560000,255000,0,25000,4880000,627183,0,1,15507183,305000,0,
P001,P001_full_cash,market_crash,29,560000,255000,0,25000,5185000,632149,0,1,15817149,305000,0,
P001,P001_full_cash,market_crash,30,560000,255000,0,25000,5490000,637153,0,1,16127153,305000,0,
P001,P001_full_cash,market_crash,31,560000,255000,0,25000,5795000,642197,0,1,16437197,305000,0,
P001,P001_full_cash,market_crash,32,560000,255000,0,25000,6100000,647281,0,1,16747281,305000,0,
P001,P001_full_cash,market_crash,33,560000,255000,0,25000,6405000,652406,0,1,17057406,305000,0,
P001,P001_full_cash,market_crash,34,560000,255000,0,25000,6710000,657570,0,1,17367570,305000,0,
P001,P001_full_cash,market_crash,35,560000,255000,0,25000,7015000,662776,0,1,17677776,305000,0,
P001,P001_full_cash,market_crash,36,560000,255000,0,25000,7320000,668023,0,1,17988023,305000,0,
P001,P001_full_cash,market_crash,37,560000,255000,0,25000,7625000,673312,0,1,18298312,305000,0,
P001,P001_full_cash,market_crash,38,560000,255000,0,25000,7930000,678642,0,1,18608642,305000,0,
P001,P001_full_cash,market_crash,39,560000,255000,0,25000,8235000,684015,0,1,18919015,305000,0,
P001,P001_full_cash,market_crash,40,560000,255000,0,25000,8540000,689430,0,1,19229430,305000,0,
P001,P001_full_cash,market_crash,41,560000,255000,0,25000,8845000,694888,0,1,19539888,305000,0,
P001,P001_full_cash,market_crash,42,560000,255000,0,25000,9150000,700389,0,1,19850389,305000,0,
P001,P001_full_cash,market_crash,43,560000,255000,0,25000,9455000,705934,0,1,20160934,305000,0,
P001,P001_full_cash,market_crash,44,560000,255000,0,25000,9760000,711522,0,1,20471522,305000,0,
P001,P001_full_cash,market_crash,45,560000,255000,0,25000,10065000,717155,0,1,20782155,305000,0,
P001,P001_full_cash,market_crash,46,560000,255000,0,25000,10370000,722833,0,1,21092833,305000,0,
P001,P001_full_cash,market_crash,47,560000,255000,0,25000,10675000,728555,0,1,21403555,305000,0,
P001,P001_full_cash,market_crash,48,560000,255000,0,25000,10980000,734323,0,1,21714323,305000,0,
P001,P001_full_cash,market_crash,49,560000,255000,0,25000,11285000,740136,0,1,22025136,305000,0,
P001,P001_full_cash,market_crash,50,560000,255000,0,25000,11590000,745996,0,1,22335996,305000,0,
P001,P001_full_cash,market_crash,51,560000,255000,0,25000,11895000,751901,0,1,22646901,305000,0,
P001,P001_full_cash,market_crash,52,560000,255000,0,25000,12200000,757854,0,1,22957854,305000,0,
P001,P001_full_cash,market_crash,53,560000,255000,0,25000,12505000,763854,0,1,23268854,305000,0,
P001,P001_full_cash,market_crash,54,560000,255000,0,25000,12810000,769901,0,1,23579901,305000,0,
P001,P001_full_cash,market_crash,55,560000,255000,0,25000,13115000,775996,0,1,23890996,305000,0,
P001,P001_full_cash,market_crash,56,560000,255000,0,25000,13420000,782139,0,1,24202139,305000,0,
P001,P001_full_cash,market_crash,57,560000,255000,0,25000,13725000,788331,0,1,24513331,305000,0,
P001,P001_full_cash,market_crash,58,560000,255000,0,25000,14030000,794572,0,1,24824572,305000,0,
P001,P001_full_cash,market_crash,59,560000,255000,0,25000,14335000,800862,0,1,25135862,305000,0,
P001,P001_full_cash,market_crash,60,560000,255000,0,25000,14640000,807203,0,1,25447203,305000,0,
P001,P001_full_cash,medical_emergency,1,560000,255000,0,25000,5505000,2217417,0,0,7722417,305000,0,
P001,P001_full_cash,medical_emergency,2,560000,255000,0,25000,5810000,2234971,0,0,8044971,305000,0,
P001,P001_full_cash,medical_emergency,3,560000,255000,0,25000,6115000,2252665,0,0,8367665,305000,0,
P001,P001_full_cash,medical_emergency,4,560000,255000,0,25000,6420000,2270498,0,0,8690498,305000,0,
P001,P001_full_cash,medical_emergency,5,560000,255000,0,25000,6725000,2288473,0,0,9013473,305000,0,
P001,P001_full_cash,medical_emergency,6,560000,255000,0,25000,7030000,2306590,0,0,9336590,305000,0,
P001,P001_full_cash,medical_emergency,7,560000,255000,0,25000,7335000,2324851,0,0,9659851,305000,0,
P001,P001_full_cash,medical_emergency,8,560000,255000,0,25000,7640000,2343256,0,0,9983256,305000,0,
P001,P001_full_cash,medical_emergency,9,560000,255000,0,25000,7945000,2361807,0,0,10306807,305000,0,
P001,P001_full_cash,medical_emergency,10,560000,255000,0,25000,8250000,2380504,0,0,10630504,305000,0,
P001,P001_full_cash,medical_emergency,11,560000,255000,0,25000,8555000,2399350,0,0,10954350,305000,0,
P001,P001_full_cash,medical_emergency,12,560000,255000,0,25000,8860000,2418345,0,0,11278345,305000,0,
P001,P001_full_cash,medical_emergency,13,560000,255000,0,25000,305000,1288465,0,1,11593465,305000,1,below_emergency_reserve
P001,P001_full_cash,medical_emergency,14,560000,255000,0,25000,610000,1298665,0,1,11908665,305000,1,below_emergency_reserve
P001,P001_full_cash,medical_emergency,15,560000,255000,0,25000,915000,1308946,0,1,12223946,305000,1,below_emergency_reserve
P001,P001_full_cash,medical_emergency,16,560000,255000,0,25000,1220000,1319309,0,1,12539309,305000,1,below_emergency_reserve
P001,P001_full_cash,medical_emergency,17,560000,255000,0,25000,1525000,1329753,0,1,12854753,305000,1,below_emergency_reserve
P001,P001_full_cash,medical_emergency,18,560000,1105000,0,25000,980000,1340281,0,1,12320281,-545000,1,below_emergency_reserve
P001,P001_full_cash,medical_emergency,19,560000,255000,0,25000,1285000,1350891,0,1,12635891,305000,1,below_emergency_reserve
P001,P001_full_cash,medical_emergency,20,560000,255000,0,25000,1590000,1361586,0,1,12951586,305000,1,below_emergency_reserve
P001,P001_full_cash,medical_emergency,21,560000,255000,0,25000,1895000,1372365,0,1,13267365,305000,1,below_emergency_reserve
P001,P001_full_cash,medical_emergency,22,560000,255000,0,25000,2200000,1383229,0,1,13583229,305000,0,
P001,P001_full_cash,medical_emergency,23,560000,255000,0,25000,2505000,1394180,0,1,13899180,305000,0,
P001,P001_full_cash,medical_emergency,24,560000,255000,0,25000,2810000,1405217,0,1,14215217,305000,0,
P001,P001_full_cash,medical_emergency,25,560000,255000,0,25000,3115000,1416342,0,1,14531342,305000,0,
P001,P001_full_cash,medical_emergency,26,560000,255000,0,25000,3420000,1427555,0,1,14847555,305000,0,
P001,P001_full_cash,medical_emergency,27,560000,255000,0,25000,3725000,1438856,0,1,15163856,305000,0,
P001,P001_full_cash,medical_emergency,28,560000,255000,0,25000,4030000,1450247,0,1,15480247,305000,0,
P001,P001_full_cash,medical_emergency,29,560000,255000,0,25000,4335000,1461728,0,1,15796728,305000,0,
P001,P001_full_cash,medical_emergency,30,560000,255000,0,25000,4640000,1473300,0,1,16113300,305000,0,
P001,P001_full_cash,medical_emergency,31,560000,255000,0,25000,4945000,1484964,0,1,16429964,305000,0,
P001,P001_full_cash,medical_emergency,32,560000,255000,0,25000,5250000,1496720,0,1,16746720,305000,0,
P001,P001_full_cash,medical_emergency,33,560000,255000,0,25000,5555000,1508569,0,1,17063569,305000,0,
P001,P001_full_cash,medical_emergency,34,560000,255000,0,25000,5860000,1520512,0,1,17380512,305000,0,
P001,P001_full_cash,medical_emergency,35,560000,255000,0,25000,6165000,1532549,0,1,17697549,305000,0,
P001,P001_full_cash,medical_emergency,36,560000,255000,0,25000,6470000,1544682,0,1,18014682,305000,0,
P001,P001_full_cash,medical_emergency,37,560000,255000,0,25000,6775000,1556910,0,1,18331910,305000,0,
P001,P001_full_cash,medical_emergency,38,560000,255000,0,25000,7080000,1569236,0,1,18649236,305000,0,
P001,P001_full_cash,medical_emergency,39,560000,255000,0,25000,7385000,1581659,0,1,18966659,305000,0,
P001,P001_full_cash,medical_emergency,40,560000,255000,0,25000,7690000,1594181,0,1,19284181,305000,0,
P001,P001_full_cash,medical_emergency,41,560000,255000,0,25000,7995000,1606801,0,1,19601801,305000,0,
P001,P001_full_cash,medical_emergency,42,560000,255000,0,25000,8300000,1619522,0,1,19919522,305000,0,
P001,P001_full_cash,medical_emergency,43,560000,255000,0,25000,8605000,1632343,0,1,20237343,305000,0,
P001,P001_full_cash,medical_emergency,44,560000,255000,0,25000,8910000,1645266,0,1,20555266,305000,0,
P001,P001_full_cash,medical_emergency,45,560000,255000,0,25000,9215000,1658291,0,1,20873291,305000,0,
P001,P001_full_cash,medical_emergency,46,560000,255000,0,25000,9520000,1671419,0,1,21191419,305000,0,
P001,P001_full_cash,medical_emergency,47,560000,255000,0,25000,9825000,1684651,0,1,21509651,305000,0,
P001,P001_full_cash,medical_emergency,48,560000,255000,0,25000,10130000,1697988,0,1,21827988,305000,0,
P001,P001_full_cash,medical_emergency,49,560000,255000,0,25000,10435000,1711430,0,1,22146430,305000,0,
P001,P001_full_cash,medical_emergency,50,560000,255000,0,25000,10740000,1724979,0,1,22464979,305000,0,
P001,P001_full_cash,medical_emergency,51,560000,255000,0,25000,11045000,1738635,0,1,22783635,305000,0,
P001,P001_full_cash,medical_emergency,52,560000,255000,0,25000,11350000,1752399,0,1,23102399,305000,0,
P001,P001_full_cash,medical_emergency,53,560000,255000,0,25000,11655000,1766272,0,1,23421272,305000,0,
P001,P001_full_cash,medical_emergency,54,560000,255000,0,25000,11960000,1780255,0,1,23740255,305000,0,
P001,P001_full_cash,medical_emergency,55,560000,255000,0,25000,12265000,1794349,0,1,24059349,305000,0,
P001,P001_full_cash,medical_emergency,56,560000,255000,0,25000,12570000,1808554,0,1,24378554,305000,0,
P001,P001_full_cash,medical_emergency,57,560000,255000,0,25000,12875000,1822872,0,1,24697872,305000,0,
P001,P001_full_cash,medical_emergency,58,560000,255000,0,25000,13180000,1837303,0,1,25017303,305000,0,
P001,P001_full_cash,medical_emergency,59,560000,255000,0,25000,13485000,1851848,0,1,25336848,305000,0,
P001,P001_full_cash,medical_emergency,60,560000,255000,0,25000,13790000,1866509,0,1,25656509,305000,0,
P001,P001_full_cash,rate_hike,1,560000,255000,0,25000,5505000,2217417,0,0,7722417,305000,0,
P001,P001_full_cash,rate_hike,2,560000,255000,0,25000,5810000,2234971,0,0,8044971,305000,0,
P001,P001_full_cash,rate_hike,3,560000,255000,0,25000,6115000,2252665,0,0,8367665,305000,0,
P001,P001_full_cash,rate_hike,4,560000,255000,0,25000,6420000,2270498,0,0,8690498,305000,0,
P001,P001_full_cash,rate_hike,5,560000,255000,0,25000,6725000,2288473,0,0,9013473,305000,0,
P001,P001_full_cash,rate_hike,6,560000,255000,0,25000,7030000,2306590,0,0,9336590,305000,0,
P001,P001_full_cash,rate_hike,7,560000,255000,0,25000,7335000,2324851,0,0,9659851,305000,0,
P001,P001_full_cash,rate_hike,8,560000,255000,0,25000,7640000,2343256,0,0,9983256,305000,0,
P001,P001_full_cash,rate_hike,9,560000,255000,0,25000,7945000,2361807,0,0,10306807,305000,0,
P001,P001_full_cash,rate_hike,10,560000,255000,0,25000,8250000,2380504,0,0,10630504,305000,0,
P001,P001_full_cash,rate_hike,11,560000,255000,0,25000,8555000,2399350,0,0,10954350,305000,0,
P001,P001_full_cash,rate_hike,12,560000,255000,0,25000,8860000,2418345,0,0,11278345,305000,0,
P001,P001_full_cash,rate_hike,13,560000,255000,0,25000,305000,1288465,0,1,11593465,305000,1,below_emergency_reserve
P001,P001_full_cash,rate_hike,14,560000,255000,0,25000,610000,1298665,0,1,11908665,305000,1,below_emergency_reserve
P001,P001_full_cash,rate_hike,15,560000,255000,0,25000,915000,1308946,0,1,12223946,305000,1,below_emergency_reserve
P001,P001_full_cash,rate_hike,16,560000,255000,0,25000,1220000,1319309,0,1,12539309,305000,1,below_emergency_reserve
P001,P001_full_cash,rate_hike,17,560000,255000,0,25000,1525000,1329753,0,1,12854753,305000,1,below_emergency_reserve
P001,P001_full_cash,rate_hike,18,560000,255000,0,25000,1830000,1340281,0,1,13170281,305000,1,below_emergency_reserve
P001,P001_full_cash,rate_hike,19,560000,255000,0,25000,2135000,1350891,0,1,13485891,305000,0,
P001,P001_full_cash,rate_hike,20,560000,255000,0,25000,2440000,1361586,0,1,13801586,305000,0,
