profile_id,strategy_id,scenario_id,first_breach_month,breach_reason,liquid_savings_at_breach,investment_value_at_breach,outstanding_home_loan_at_breach,net_worth_at_breach
P002,P002_balanced_hybrid,job_loss_6m,1,below_emergency_reserve,208602,301750,7493421,3016931
P002,P002_balanced_hybrid,market_crash,1,below_emergency_reserve,208602,301750,7493421,3016931
P002,P002_balanced_hybrid,medical_emergency,1,below_emergency_reserve,208602,301750,7493421,3016931
P002,P002_balanced_hybrid,rate_hike,1,below_emergency_reserve,208602,301750,7493421,3016931
P002,P002_balanced_hybrid,compound_shock,1,below_emergency_reserve,208602,301750,7493421,3016931
P002,P002_delay_build,baseline,1,below_emergency_reserve,1714559,1307583,6500000,-3477858
P002,P002_delay_build,job_loss_6m,1,below_emergency_reserve,1714559,1307583,6500000,-3477858
P002,P002_delay_build,market_crash,1,below_emergency_reserve,1714559,1307583,6500000,-3477858
P002,P002_delay_build,medical_emergency,1,below_emergency_reserve,1714559,1307583,6500000,-3477858
P002,P002_delay_build,rate_hike,1,below_emergency_reserve,1714559,1307583,6500000,-3477858
P002,P002_delay_build,compound_shock,1,below_emergency_reserve,1714559,1307583,6500000,-3477858
P003,P003_full_cash,baseline,1,below_emergency_reserve,1275000,5431500,0,6706500
P003,P003_full_cash,job_loss_6m,1,below_emergency_reserve,1275000,5431500,0,6706500
P003,P003_full_cash,market_crash,1,below_emergency_reserve,1275000,5431500,0,6706500
P003,P003_full_cash,medical_emergency,1,below_emergency_reserve,1275000,5431500,0,6706500
P003,P003_full_cash,rate_hike,1,below_emergency_reserve,1275000,5431500,0,6706500
P003,P003_full_cash,compound_shock,1,below_emergency_reserve,1275000,5431500,0,6706500
P003,P003_high_down_payment,baseline,1,below_emergency_reserve,1230814,5431500,5000000,1662314
P003,P003_high_down_payment,job_loss_6m,1,below_emergency_reserve,1230814,5431500,5000000,1662314
P003,P003_high_down_payment,market_crash,1,below_emergency_reserve,1230814,5431500,5000000,1662314
P003,P003_high_down_payment,medical_emergency,1,below_emergency_reserve,1230814,5431500,5000000,1662314
P003,P003_high_down_payment,rate_hike,1,below_emergency_reserve,1230814,5431500,5000000,1662314
P003,P003_high_down_payment,compound_shock,1,below_emergency_reserve,1230814,5431500,5000000,1662314
P003,P003_balanced_hybrid,baseline,1,below_emergency_reserve,1211546,5431500,7500000,-856954
P003,P003_balanced_hybrid,job_loss_6m,1,below_emergency_reserve,1211546,5431500,7500000,-856954
P003,P003_balanced_hybrid,market_crash,1,below_emergency_reserve,1211546,5431500,7500000,-856954
P003,P003_balanced_hybrid,medical_emergency,1,below_emergency_reserve,1211546,5431500,7500000,-856954
P003,P003_balanced_hybrid,rate_hike,1,below_emergency_reserve,1211546,5431500,7500000,-856954
P003,P003_balanced_hybrid,compound_shock,1,below_emergency_reserve,1211546,5431500,7500000,-856954
P003,P003_delay_build,baseline,1,below_emergency_reserve,1217559,5431500,6500000,149059
P003,P003_delay_build,job_loss_6m,1,below_emergency_reserve,1217559,5431500,6500000,149059
P003,P003_delay_build,market_crash,1,below_emergency_reserve,1217559,5431500,6500000,149059
P003,P003_delay_build,medical_emergency,1,below_emergency_reserve,1217559,5431500,6500000,149059
P003,P003_delay_build,rate_hike,1,below_emergency_reserve,1217559,5431500,6500000,149059
P003,P003_delay_build,compound_shock,1,below_emergency_reserve,1217559,5431500,6500000,149059
P004,P004_full_cash,baseline,7,below_emergency_reserve,128000,6552417,0,16680417
P004,P004_full_cash,job_loss_6m,7,below_emergency_reserve,128000,6552417,0,16680417
P004,P004_full_cash,market_crash,7,below_emergency_reserve,128000,6552417,0,16680417
P004,P004_full_cash,medical_emergency,7,below_emergency_reserve,128000,6552417,0,16680417
P004,P004_full_cash,rate_hike,7,below_emergency_reserve,128000,6552417,0,16680417
P004,P004_full_cash,compound_shock,7,below_emergency_reserve,128000,6552417,0,16680417
P004,P004_high_down_payment,baseline,7,below_emergency_reserve,83883,11324788,4992273,16416398
P004,P004_high_down_payment,job_loss_6m,7,below_emergency_reserve,83883,11324788,4992273,16416398
P004,P004_high_down_payment,market_crash,7,below_emergency_reserve,83883,11324788,4992273,16416398
P004,P004_high_down_payment,medical_emergency,7,below_emergency_reserve,83883,11324788,4992273,16416398
P004,P004_high_down_payment,rate_hike,7,below_emergency_reserve,83883,11324788,4992273,16416398
P004,P004_high_down_payment,compound_shock,7,below_emergency_reserve,83883,11324788,4992273,16416398
P004,P004_balanced_hybrid,baseline,,no_breach,,,,
P004,P004_balanced_hybrid,job_loss_6m,13,emi_affordability_limit,2315679,12187450,7452885,17050243
P004,P004_balanced_hybrid,market_crash,,no_breach,,,,
P004,P004_balanced_hybrid,medical_emergency,,no_breach,,,,
P004,P004_balanced_hybrid,rate_hike,,no_breach,,,,
P004,P004_balanced_hybrid,compound_shock,13,emi_affordability_limit,2330679,7921842,7452885,12799636
P004,P004_delay_build,baseline,,no_breach,,,,
P004,P004_delay_build,job_loss_6m,13,emi_affordability_limit,4892264,12187450,6500000,10579714
P004,P004_delay_build,market_crash,,no_breach,,,,
P004,P004_delay_build,medical_emergency,,no_breach,,,,
P004,P004_delay_build,rate_hike,,no_breach,,,,
P004,P004_delay_build,compound_shock,13,emi_affordability_limit,4907264,7921842,6500000,6329107
P005,P005_full_cash,baseline,1,below_emergency_reserve,2245000,1508750,0,3753750
P005,P005_full_cash,job_loss_6m,1,below_emergency_reserve,2245000,1508750,0,3753750
P005,P005_full_cash,market_crash,1,below_emergency_reserve,2245000,1508750,0,3753750
P005,P005_full_cash,medical_emergency,1,below_emergency_reserve,2245000,1508750,0,3753750
P005,P005_full_cash,rate_hike,1,below_emergency_reserve,2245000,1508750,0,3753750
P005,P005_full_cash,compound_shock,1,below_emergency_reserve,2245000,1508750,0,3753750
P005,P005_high_down_payment,baseline,1,below_emergency_reserve,2200814,1508750,5000000,-1290436
P005,P005_high_down_payment,job_loss_6m,1,below_emergency_reserve,2200814,1508750,5000000,-1290436
P005,P005_high_down_payment,market_crash,1,below_emergency_reserve,2200814,1508750,5000000,-1290436
P005,P005_high_down_payment,medical_emergency,1,below_emergency_reserve,2200814,1508750,5000000,-1290436
P005,P005_high_down_payment,rate_hike,1,below_emergency_reserve,2200814,1508750,5000000,-1290436
P005,P005_high_down_payment,compound_shock,1,below_emergency_reserve,2200814,1508750,5000000,-1290436
P005,P005_balanced_hybrid,baseline,1,below_emergency_reserve,2181546,1508750,7500000,-3809704
P005,P005_balanced_hybrid,job_loss_6m,1,below_emergency_reserve,2181546,1508750,7500000,-3809704
P005,P005_balanced_hybrid,market_crash,1,below_emergency_reserve,2181546,1508750,7500000,-3809704
P005,P005_balanced_hybrid,medical_emergency,1,below_emergency_reserve,2181546,1508750,7500000,-3809704
P005,P005_balanced_hybrid,rate_hike,1,below_emergency_reserve,2181546,1508750,7500000,-3809704
P005,P005_balanced_hybrid,compound_shock,1,below_emergency_reserve,2181546,1508750,7500000,-3809704
P005,P005_delay_build,baseline,1,below_emergency_reserve,2187559,1508750,6500000,-2803691
P005,P005_delay_build,job_loss_6m,1,below_emergency_reserve,2187559,1508750,6500000,-2803691
P005,P005_delay_build,market_crash,1,below_emergency_reserve,2187559,1508750,6500000,-2803691
P005,P005_delay_build,medical_emergency,1,below_emergency_reserve,2187559,1508750,6500000,-2803691
P005,P005_delay_build,rate_hike,1,below_emergency_reserve,2187559,1508750,6500000,-2803691
P005,P005_delay_build,compound_shock,1,below_emergency_reserve,2187559,1508750,6500000,-2803691
P006,P006_full_cash,baseline,19,below_emergency_reserve,95000,4498988,0,14593988
P006,P006_full_cash,job_loss_6m,19,below_emergency_reserve,95000,3367426,0,13462426
P006,P006_full_cash,market_crash,19,below_emergency_reserve,95000,2790209,0,12885209
P006,P006_full_cash,medical_emergency,19,below_emergency_reserve,95000,3644030,0,13739030
P006,P006_full_cash,rate_hike,19,below_emergency_reserve,95000,4498988,0,14593988
P006,P006_full_cash,compound_shock,19,below_emergency_reserve,0,715496,0,10715496
P006,P006_high_down_payment,baseline,,no_breach,,,,
P006,P006_high_down_payment,job_loss_6m,13,emi_affordability_limit,7573088,5500580,5000000,8073668
P006,P006_high_down_payment,market_crash,,no_breach,,,,
P006,P006_high_down_payment,medical_emergency,,no_breach,,,,
P006,P006_high_down_payment,rate_hike,,no_breach,,,,
P006,P006_high_down_payment,compound_shock,13,emi_affordability_limit,7585588,3575377,5000000,6160965
P006,P006_balanced_hybrid,baseline,,no_breach,,,,
P006,P006_balanced_hybrid,job_loss_6m,13,emi_affordability_limit,7322597,5500580,7500000,5323177
P006,P006_balanced_hybrid,market_crash,,no_breach,,,,
P006,P006_balanced_hybrid,medical_emergency,,no_breach,,,,
P006,P006_balanced_hybrid,rate_hike,,no_breach,,,,
P006,P006_balanced_hybrid,compound_shock,13,emi_affordability_limit,7335097,3575377,7500000,3410474
P006,P006_delay_build,baseline,,no_breach,,,,
P006,P006_delay_build,job_loss_6m,13,emi_affordability_limit,7400764,5500580,6500000,6401344
P006,P006_delay_build,market_crash,,no_breach,,,,
P006,P006_delay_build,medical_emergency,,no_breach,,,,
P006,P006_delay_build,rate_hike,,no_breach,,,,
P006,P006_delay_build,compound_shock,13,emi_affordability_limit,7413264,3575377,6500000,4488641
P007,P007_full_cash,baseline,1,below_emergency_reserve,250000,5039583,0,15289583
P007,P007_full_cash,job_loss_6m,1,below_emergency_reserve,250000,5039583,0,15289583
P007,P007_full_cash,market_crash,1,below_emergency_reserve,250000,5039583,0,15289583
P007,P007_full_cash,medical_emergency,1,below_emergency_reserve,250000,5039583,0,15289583
P007,P007_full_cash,rate_hike,1,below_emergency_reserve,250000,5039583,0,15289583
P007,P007_full_cash,compound_shock,1,below_emergency_reserve,250000,5039583,0,15289583
P007,P007_high_down_payment,baseline,,no_breach,,,,
P007,P007_high_down_payment,job_loss_6m,13,emi_affordability_limit,5260282,7755650,4895032,18120900
P007,P007_high_down_payment,market_crash,,no_breach,,,,
P007,P007_high_down_payment,medical_emergency,,no_breach,,,,
P007,P007_high_down_payment,rate_hike,,no_breach,,,,
P007,P007_high_down_payment,compound_shock,13,emi_affordability_limit,5288282,5041172,4895032,15434423
P007,P007_balanced_hybrid,baseline,,no_breach,,,,
P007,P007_balanced_hybrid,job_loss_6m,13,emi_affordability_limit,7508926,7755650,7410470,17854106
P007,P007_balanced_hybrid,market_crash,,no_breach,,,,
P007,P007_balanced_hybrid,medical_emergency,,no_breach,,,,
P007,P007_balanced_hybrid,rate_hike,,no_breach,,,,
P007,P007_balanced_hybrid,compound_shock,13,emi_affordability_limit,7536926,5041172,7410470,15167629
P007,P007_delay_build,baseline,,no_breach,,,,
P007,P007_delay_build,job_loss_6m,13,emi_affordability_limit,10083264,7755650,6500000,11338914
P007,P007_delay_build,market_crash,,no_breach,,,,
P007,P007_delay_build,medical_emergency,,no_breach,,,,
P007,P007_delay_build,rate_hike,,no_breach,,,,
P007,P007_delay_build,compound_shock,13,emi_affordability_limit,10111264,5041172,6500000,8652437
P008,P008_full_cash,baseline,7,below_emergency_reserve,325000,0,0,10325000
P008,P008_full_cash,job_loss_6m,7,below_emergency_reserve,325000,0,0,10325000
P008,P008_full_cash,market_crash,7,below_emergency_reserve,325000,0,0,10325000
P008,P008_full_cash,medical_emergency,7,below_emergency_reserve,325000,0,0,10325000
P008,P008_full_cash,rate_hike,7,below_emergency_reserve,325000,0,0,10325000
P008,P008_full_cash,compound_shock,7,below_emergency_reserve,325000,0,0,10325000
P008,P008_high_down_payment,baseline,7,below_emergency_reserve,565770,2958901,4992273,8532398
P008,P008_high_down_payment,job_loss_6m,7,below_emergency_reserve,565770,2958901,4992273,8532398
P008,P008_high_down_payment,market_crash,7,below_emergency_reserve,565770,2958901,4992273,8532398
P008,P008_high_down_payment,medical_emergency,7,below_emergency_reserve,565770,2958901,4992273,8532398
P008,P008_high_down_payment,rate_hike,7,below_emergency_reserve,565770,2958901,4992273,8532398
P008,P008_high_down_payment,compound_shock,7,below_emergency_reserve,565770,2958901,4992273,8532398
P008,P008_balanced_hybrid,baseline,,no_breach,,,,
P008,P008_balanced_hybrid,job_loss_6m,13,emi_affordability_limit,4089179,3102260,7452885,9738554
P008,P008_balanced_hybrid,market_crash,,no_breach,,,,
P008,P008_balanced_hybrid,medical_emergency,,no_breach,,,,
P008,P008_balanced_hybrid,rate_hike,,no_breach,,,,
P008,P008_balanced_hybrid,compound_shock,13,emi_affordability_limit,4116679,2016469,7452885,8680263
P008,P008_delay_build,baseline,,no_breach,,,,
P008,P008_delay_build,job_loss_6m,13,emi_affordability_limit,6665764,3102260,6500000,3268024
P008,P008_delay_build,market_crash,,no_breach,,,,
P008,P008_delay_build,medical_emergency,,no_breach,,,,
P008,P008_delay_build,rate_hike,,no_breach,,,,
P008,P008_delay_build,compound_shock,15,emi_affordability_limit,6452016,2048523,6500000,2000539
P009,P009_full_cash,baseline,7,below_emergency_reserve,112000,9118431,0,19230431
P009,P009_full_cash,job_loss_6m,7,below_emergency_reserve,112000,9118431,0,19230431
P009,P009_full_cash,market_crash,7,below_emergency_reserve,112000,9118431,0,19230431
P009,P009_full_cash,medical_emergency,7,below_emergency_reserve,112000,9118431,0,19230431
P009,P009_full_cash,rate_hike,7,below_emergency_reserve,112000,9118431,0,19230431
P009,P009_full_cash,compound_shock,7,below_emergency_reserve,112000,9118431,0,19230431
P009,P009_high_down_payment,baseline,,no_breach,,,,
P009,P009_high_down_payment,job_loss_6m,13,emi_affordability_limit,3781028,10857910,4944712,19694226
P009,P009_high_down_payment,market_crash,,no_breach,,,,
P009,P009_high_down_payment,medical_emergency,,no_breach,,,,
P009,P009_high_down_payment,rate_hike,,no_breach,,,,
P009,P009_high_down_payment,compound_shock,13,emi_affordability_limit,3794528,7057641,4944712,15907458
P009,P009_balanced_hybrid,baseline,,no_breach,,,,
P009,P009_balanced_hybrid,job_loss_6m,13,emi_affordability_limit,6030179,10857910,7452885,19435203
P009,P009_balanced_hybrid,market_crash,,no_breach,,,,
P009,P009_balanced_hybrid,medical_emergency,,no_breach,,,,
P009,P009_balanced_hybrid,rate_hike,,no_breach,,,,
P009,P009_balanced_hybrid,compound_shock,13,emi_affordability_limit,6043679,7057641,7452885,15648435
P009,P009_delay_build,baseline,,no_breach,,,,
P009,P009_delay_build,job_loss_6m,13,emi_affordability_limit,8606764,10857910,6500000,12964674
P009,P009_delay_build,market_crash,,no_breach,,,,
P009,P009_delay_build,medical_emergency,,no_breach,,,,
P009,P009_delay_build,rate_hike,,no_breach,,,,
P009,P009_delay_build,compound_shock,13,emi_affordability_limit,8620264,7057641,6500000,9177906
P010,P010_full_cash,baseline,7,below_emergency_reserve,190000,6856778,0,17046778
P010,P010_full_cash,job_loss_6m,7,below_emergency_reserve,190000,6856778,0,17046778
P010,P010_full_cash,market_crash,7,below_emergency_reserve,190000,6856778,0,17046778
P010,P010_full_cash,medical_emergency,7,below_emergency_reserve,190000,6856778,0,17046778
P010,P010_full_cash,rate_hike,7,below_emergency_reserve,190000,6856778,0,17046778
P010,P010_full_cash,compound_shock,7,below_emergency_reserve,190000,6856778,0,17046778
P010,P010_high_down_payment,baseline,7,below_emergency_reserve,3620770,8124128,4992273,16752625
P010,P010_high_down_payment,job_loss_6m,7,below_emergency_reserve,3620770,8124128,4992273,16752625
P010,P010_high_down_payment,market_crash,7,below_emergency_reserve,3620770,8124128,4992273,16752625
P010,P010_high_down_payment,medical_emergency,7,below_emergency_reserve,3620770,8124128,4992273,16752625
P010,P010_high_down_payment,rate_hike,7,below_emergency_reserve,3620770,8124128,4992273,16752625
P010,P010_high_down_payment,compound_shock,7,below_emergency_reserve,3620770,8124128,4992273,16752625
P010,P010_balanced_hybrid,baseline,,no_breach,,,,
P010,P010_balanced_hybrid,job_loss_6m,13,emi_affordability_limit,6266679,8412652,7452885,17226446
P010,P010_balanced_hybrid,market_crash,,no_breach,,,,
P010,P010_balanced_hybrid,medical_emergency,,no_breach,,,,
P010,P010_balanced_hybrid,rate_hike,,no_breach,,,,
P010,P010_balanced_hybrid,compound_shock,13,emi_affordability_limit,6298679,5468224,7452885,14314018
P010,P010_delay_build,baseline,,no_breach,,,,
P010,P010_delay_build,job_loss_6m,13,emi_affordability_limit,8843264,8412652,6500000,10755916
P010,P010_delay_build,market_crash,,no_breach,,,,
P010,P010_delay_build,medical_emergency,,no_breach,,,,
P010,P010_delay_build,rate_hike,,no_breach,,,,
P010,P010_delay_build,compound_shock,13,emi_affordability_limit,8875264,5468224,6500000,7843488
P011,P011_full_cash,baseline,25,below_emergency_reserve,80000,0,0,10080000
P011,P011_full_cash,job_loss_6m,25,below_emergency_reserve,80000,0,0,10080000
P011,P011_full_cash,market_crash,25,below_emergency_reserve,80000,0,0,10080000
P011,P011_full_cash,medical_emergency,25,below_emergency_reserve,80000,0,0,10080000
P011,P011_full_cash,rate_hike,25,below_emergency_reserve,80000,0,0,10080000
P011,P011_full_cash,compound_shock,25,below_emergency_reserve,80000,0,0,10080000
P011,P011_high_down_payment,baseline,25,below_emergency_reserve,35883,1588716,4992273,6632326
P011,P011_high_down_payment,job_loss_6m,13,emi_affordability_limit,3630588,2215900,5000000,846488
P011,P011_high_down_payment,market_crash,25,below_emergency_reserve,35883,857969,4992273,5901579
P011,P011_high_down_payment,medical_emergency,25,below_emergency_reserve,35883,731987,4992273,5775597
P011,P011_high_down_payment,rate_hike,25,below_emergency_reserve,29299,1522436,4994030,6557705
P011,P011_high_down_payment,compound_shock,13,emi_affordability_limit,3639588,1440335,5000000,79923
P011,P011_balanced_hybrid,baseline,,no_breach,,,,
P011,P011_balanced_hybrid,job_loss_6m,13,emi_affordability_limit,3380097,2215900,7500000,-1904004
P011,P011_balanced_hybrid,market_crash,,no_breach,,,,
P011,P011_balanced_hybrid,medical_emergency,25,below_emergency_reserve,363703,2435823,7493421,5306105
P011,P011_balanced_hybrid,rate_hike,15,emi_affordability_limit,3537591,2251124,7500000,-1711285
P011,P011_balanced_hybrid,compound_shock,13,emi_affordability_limit,3389097,1440335,7500000,-2670568
P011,P011_delay_build,baseline,25,below_emergency_reserve,364059,2435823,6489955,6309927
P011,P011_delay_build,job_loss_6m,13,emi_affordability_limit,3458264,2215900,6500000,-825836
P011,P011_delay_build,market_crash,25,below_emergency_reserve,364059,1705076,6489955,5579180
P011,P011_delay_build,medical_emergency,25,below_emergency_reserve,22648,1923208,6489955,5455901
P011,P011_delay_build,rate_hike,25,below_emergency_reserve,270013,2435823,6492239,6213597
P011,P011_delay_build,compound_shock,13,emi_affordability_limit,3467264,1440335,6500000,-1592401
P012,P012_full_cash,baseline,7,below_emergency_reserve,180000,275003,0,10455003
P012,P012_full_cash,job_loss_6m,7,below_emergency_reserve,180000,275003,0,10455003
P012,P012_full_cash,market_crash,7,below_emergency_reserve,180000,275003,0,10455003
P012,P012_full_cash,medical_emergency,7,below_emergency_reserve,180000,275003,0,10455003
P012,P012_full_cash,rate_hike,7,below_emergency_reserve,180000,275003,0,10455003
P012,P012_full_cash,compound_shock,7,below_emergency_reserve,180000,275003,0,10455003
P012,P012_high_down_payment,baseline,,no_breach,,,,
P012,P012_high_down_payment,job_loss_6m,13,emi_affordability_limit,4075028,1707140,4944712,10837456
P012,P012_high_down_payment,market_crash,,no_breach,,,,
P012,P012_high_down_payment,medical_emergency,,no_breach,,,,
P012,P012_high_down_payment,rate_hike,,no_breach,,,,
P012,P012_high_down_payment,compound_shock,,no_breach,,,,
P012,P012_balanced_hybrid,baseline,,no_breach,,,,
P012,P012_balanced_hybrid,job_loss_6m,13,emi_affordability_limit,6324179,1707140,7452885,10578434
P012,P012_balanced_hybrid,market_crash,,no_breach,,,,
P012,P012_balanced_hybrid,medical_emergency,,no_breach,,,,
P012,P012_balanced_hybrid,rate_hike,,no_breach,,,,
P012,P012_balanced_hybrid,compound_shock,13,emi_affordability_limit,6343679,1109641,7452885,10000435
P012,P012_delay_build,baseline,,no_breach,,,,
P012,P012_delay_build,job_loss_6m,13,emi_affordability_limit,8900764,1707140,6500000,4107904
P012,P012_delay_build,market_crash,,no_breach,,,,
P012,P012_delay_build,medical_emergency,,no_breach,,,,
P012,P012_delay_build,rate_hike,,no_breach,,,,
P012,P012_delay_build,compound_shock,13,emi_affordability_limit,8920264,1109641,6500000,3529905
P013,P013_full_cash,baseline,19,below_emergency_reserve,218000,12777933,0,22995933
P013,P013_full_cash,job_loss_6m,19,below_emergency_reserve,122000,11740786,0,21862786
P013,P013_full_cash,market_crash,19,below_emergency_reserve,218000,8944553,0,19162553
P013,P013_full_cash,medical_emergency,19,below_emergency_reserve,122000,12017963,0,22139963
P013,P013_full_cash,rate_hike,19,below_emergency_reserve,218000,12777933,0,22995933
P013,P013_full_cash,compound_shock,19,below_emergency_reserve,0,6635958,0,16635958
P013,P013_high_down_payment,baseline,,no_breach,,,,
P013,P013_high_down_payment,job_loss_6m,13,emi_affordability_limit,8724088,12187450,5000000,15911538
P013,P013_high_down_payment,market_crash,,no_breach,,,,
P013,P013_high_down_payment,medical_emergency,,no_breach,,,,
P013,P013_high_down_payment,rate_hike,,no_breach,,,,
P013,P013_high_down_payment,compound_shock,13,emi_affordability_limit,8736588,7921842,5000000,11658430
P013,P013_balanced_hybrid,baseline,,no_breach,,,,
P013,P013_balanced_hybrid,job_loss_6m,13,emi_affordability_limit,8473597,12187450,7500000,13161046
P013,P013_balanced_hybrid,market_crash,,no_breach,,,,
P013,P013_balanced_hybrid,medical_emergency,,no_breach,,,,
P013,P013_balanced_hybrid,rate_hike,,no_breach,,,,
P013,P013_balanced_hybrid,compound_shock,13,emi_affordability_limit,8486097,7921842,7500000,8907939
P013,P013_delay_build,baseline,,no_breach,,,,
P013,P013_delay_build,job_loss_6m,13,emi_affordability_limit,8551764,12187450,6500000,14239214
P013,P013_delay_build,market_crash,,no_breach,,,,
P013,P013_delay_build,medical_emergency,,no_breach,,,,
P013,P013_delay_build,rate_hike,,no_breach,,,,
P013,P013_delay_build,compound_shock,13,emi_affordability_limit,8564264,7921842,6500000,9986107
P014,P014_full_cash,baseline,13,below_emergency_reserve,140000,0,0,10140000
P014,P014_full_cash,job_loss_6m,13,insufficient_funds,-70000,0,0,9930000
P014,P014_full_cash,market_crash,13,below_emergency_reserve,140000,0,0,10140000
P014,P014_full_cash,medical_emergency,13,below_emergency_reserve,140000,0,0,10140000
P014,P014_full_cash,rate_hike,13,below_emergency_reserve,140000,0,0,10140000
P014,P014_full_cash,compound_shock,13,insufficient_funds,-56000,0,0,9944000
P014,P014_high_down_payment,baseline,,no_breach,,,,
P014,P014_high_down_payment,job_loss_6m,13,emi_affordability_limit,1135656,1883515,4992273,8026898
P014,P014_high_down_payment,market_crash,,no_breach,,,,
P014,P014_high_down_payment,medical_emergency,18,below_emergency_reserve,976112,1959261,4952783,7982589
P014,P014_high_down_payment,rate_hike,,no_breach,,,,
P014,P014_high_down_payment,compound_shock,13,emi_affordability_limit,1149656,1224285,4992273,7381668
P014,P014_balanced_hybrid,baseline,,no_breach,,,,
P014,P014_balanced_hybrid,job_loss_6m,13,emi_affordability_limit,3385152,1883515,7493421,7775246
P014,P014_balanced_hybrid,market_crash,,no_breach,,,,
P014,P014_balanced_hybrid,medical_emergency,,no_breach,,,,
P014,P014_balanced_hybrid,rate_hike,,no_breach,,,,
P014,P014_balanced_hybrid,compound_shock,13,emi_affordability_limit,3399152,1224285,7493421,7130016
P014,P014_delay_build,baseline,,no_breach,,,,
P014,P014_delay_build,job_loss_6m,13,emi_affordability_limit,5963264,1883515,6500000,1346779
P014,P014_delay_build,market_crash,,no_breach,,,,
P014,P014_delay_build,medical_emergency,,no_breach,,,,
P014,P014_delay_build,rate_hike,,no_breach,,,,
P014,P014_delay_build,compound_shock,13,emi_affordability_limit,5977264,1224285,6500000,701549
P015,P015_full_cash,baseline,19,below_emergency_reserve,120000,85951,0,10205951
P015,P015_full_cash,job_loss_6m,19,below_emergency_reserve,120000,0,0,10120000
P015,P015_full_cash,market_crash,19,below_emergency_reserve,120000,0,0,10120000
P015,P015_full_cash,medical_emergency,19,below_emergency_reserve,120000,0,0,10120000
P015,P015_full_cash,rate_hike,19,below_emergency_reserve,120000,85951,0,10205951
P015,P015_full_cash,compound_shock,19,insufficient_funds,-125000,0,0,9875000
P015,P015_high_down_payment,baseline,19,below_emergency_reserve,75883,4323898,4992273,9407508
P015,P015_high_down_payment,job_loss_6m,13,emi_affordability_limit,3923088,4542595,5000000,3465683
P015,P015_high_down_payment,market_crash,19,below_emergency_reserve,75883,2895093,4992273,7978703
P015,P015_high_down_payment,medical_emergency,19,below_emergency_reserve,75883,3467169,4992273,8550779
P015,P015_high_down_payment,rate_hike,19,below_emergency_reserve,69299,4297386,4994030,9372655
P015,P015_high_down_payment,compound_shock,13,emi_affordability_limit,3940588,2952687,5000000,1893275
